x0,x1,y0,y1,v,a,r
51.0,195.0,23.0,-37.0,-2.0,0.0,1.0
47.0,191.0,25.0,-35.0,-1.0,0.0,1.0
43.0,187.0,26.0,-34.0,0.0,0.0,1.0
39.0,183.0,26.0,-34.0,1.0,0.0,1.0
35.0,179.0,25.0,-35.0,2.0,0.0,1.0
31.0,175.0,23.0,-37.0,3.0,0.0,1.0
27.0,171.0,20.0,-40.0,4.0,0.0,1.0
23.0,167.0,16.0,-44.0,5.0,0.0,1.0
19.0,163.0,11.0,-49.0,6.0,0.0,1.0
15.0,159.0,5.0,-55.0,7.0,0.0,1.0
11.0,155.0,-2.0,-62.0,8.0,0.0,1.0
7.0,151.0,-10.0,-70.0,9.0,0.0,1.0
3.0,147.0,-19.0,-79.0,10.0,0.0,1.0
143.0,0.0,-89.0,0.0,10.0,0.0,1.0
139.0,0.0,-80.0,0.0,-9.0,1.0,1.0
135.0,287.0,-71.0,6.0,-9.0,1.0,1.0
131.0,283.0,-62.0,15.0,-9.0,1.0,1.0
127.0,279.0,-53.0,24.0,-9.0,1.0,1.0
123.0,275.0,-44.0,33.0,-9.0,1.0,1.0
119.0,271.0,-35.0,42.0,-9.0,1.0,1.0
115.0,267.0,-26.0,51.0,-9.0,1.0,1.0
111.0,263.0,-17.0,60.0,-9.0,1.0,1.0
107.0,259.0,-8.0,69.0,-8.0,0.0,1.0
103.0,255.0,0.0,77.0,-7.0,0.0,1.0
99.0,251.0,7.0,84.0,-6.0,0.0,1.0
95.0,247.0,13.0,90.0,-5.0,0.0,1.0
91.0,243.0,18.0,95.0,-4.0,0.0,1.0
87.0,239.0,22.0,99.0,-3.0,0.0,1.0
83.0,235.0,25.0,102.0,-2.0,0.0,1.0
79.0,231.0,27.0,104.0,-1.0,0.0,1.0
75.0,227.0,28.0,105.0,0.0,0.0,1.0
71.0,223.0,28.0,105.0,1.0,0.0,1.0
67.0,219.0,27.0,104.0,2.0,0.0,1.0
63.0,215.0,25.0,102.0,3.0,0.0,1.0
59.0,211.0,22.0,99.0,4.0,0.0,1.0
55.0,207.0,18.0,95.0,5.0,0.0,1.0
51.0,203.0,13.0,90.0,6.0,0.0,1.0
47.0,199.0,7.0,84.0,7.0,0.0,1.0
43.0,195.0,0.0,77.0,8.0,0.0,1.0
39.0,191.0,-8.0,69.0,9.0,0.0,1.0
35.0,187.0,-17.0,60.0,10.0,0.0,1.0
31.0,183.0,-27.0,50.0,10.0,0.0,1.0
27.0,179.0,-18.0,59.0,-9.0,1.0,1.0
23.0,175.0,-9.0,68.0,-8.0,0.0,1.0
19.0,171.0,-1.0,76.0,-7.0,0.0,1.0
15.0,167.0,6.0,83.0,-6.0,0.0,1.0
11.0,163.0,12.0,89.0,-5.0,0.0,1.0
7.0,159.0,17.0,94.0,-4.0,0.0,1.0
3.0,155.0,21.0,98.0,-3.0,0.0,1.0
151.0,0.0,101.0,0.0,-2.0,0.0,1.0
147.0,0.0,103.0,0.0,-1.0,0.0,1.0
143.0,287.0,104.0,103.0,0.0,0.0,1.0
139.0,283.0,104.0,103.0,1.0,0.0,1.0
135.0,279.0,103.0,102.0,2.0,0.0,1.0
131.0,275.0,101.0,100.0,3.0,0.0,1.0
127.0,271.0,98.0,97.0,4.0,0.0,1.0
123.0,267.0,94.0,93.0,5.0,0.0,1.0
119.0,263.0,89.0,88.0,6.0,0.0,1.0
115.0,259.0,83.0,82.0,7.0,0.0,1.0
111.0,255.0,76.0,75.0,8.0,0.0,1.0
107.0,251.0,68.0,67.0,9.0,0.0,1.0
103.0,247.0,59.0,58.0,10.0,0.0,1.0
99.0,243.0,49.0,48.0,10.0,0.0,1.0
95.0,239.0,39.0,38.0,10.0,0.0,1.0
91.0,235.0,29.0,28.0,10.0,0.0,1.0
87.0,231.0,19.0,18.0,10.0,0.0,1.0
83.0,227.0,9.0,8.0,10.0,0.0,1.0
79.0,223.0,-1.0,-2.0,10.0,0.0,1.0
75.0,219.0,-11.0,-12.0,10.0,0.0,1.0
71.0,215.0,-21.0,-22.0,10.0,0.0,1.0
67.0,211.0,-31.0,-32.0,10.0,0.0,1.0
63.0,207.0,-22.0,-23.0,-9.0,1.0,1.0
59.0,203.0,-13.0,-14.0,-8.0,0.0,1.0
55.0,199.0,-5.0,-6.0,-7.0,0.0,1.0
51.0,195.0,2.0,1.0,-6.0,0.0,1.0
47.0,191.0,8.0,7.0,-5.0,0.0,1.0
43.0,187.0,13.0,12.0,-4.0,0.0,1.0
39.0,183.0,17.0,16.0,-3.0,0.0,1.0
35.0,179.0,20.0,19.0,-2.0,0.0,1.0
31.0,175.0,22.0,21.0,-1.0,0.0,1.0
27.0,171.0,23.0,22.0,0.0,0.0,1.0
23.0,167.0,23.0,22.0,1.0,0.0,1.0
19.0,163.0,22.0,21.0,2.0,0.0,1.0
15.0,159.0,20.0,19.0,3.0,0.0,1.0
11.0,155.0,17.0,16.0,4.0,0.0,1.0
7.0,151.0,13.0,12.0,5.0,0.0,1.0
3.0,147.0,8.0,7.0,6.0,0.0,1.0
143.0,0.0,1.0,0.0,7.0,0.0,1.0
139.0,0.0,-6.0,0.0,8.0,0.0,1.0
135.0,287.0,-14.0,-62.0,9.0,0.0,1.0
131.0,283.0,-23.0,-71.0,10.0,0.0,1.0
127.0,279.0,-33.0,-81.0,10.0,0.0,1.0
123.0,275.0,-24.0,-72.0,-9.0,1.0,1.0
119.0,271.0,-15.0,-63.0,-8.0,0.0,1.0
115.0,267.0,-7.0,-55.0,-7.0,0.0,1.0
111.0,263.0,0.0,-48.0,-6.0,0.0,1.0
107.0,259.0,6.0,-42.0,-5.0,0.0,1.0
103.0,255.0,11.0,-37.0,-4.0,0.0,1.0
99.0,251.0,15.0,-33.0,-3.0,0.0,1.0
95.0,247.0,18.0,-30.0,-2.0,0.0,1.0
91.0,243.0,20.0,-28.0,-1.0,0.0,1.0
87.0,239.0,21.0,-27.0,0.0,0.0,1.0
83.0,235.0,21.0,-27.0,1.0,0.0,1.0
79.0,231.0,20.0,-28.0,2.0,0.0,1.0
75.0,227.0,18.0,-30.0,3.0,0.0,1.0
71.0,223.0,15.0,-33.0,4.0,0.0,1.0
67.0,219.0,11.0,-37.0,5.0,0.0,1.0
63.0,215.0,6.0,-42.0,6.0,0.0,1.0
59.0,211.0,0.0,-48.0,7.0,0.0,1.0
55.0,207.0,-7.0,-55.0,8.0,0.0,1.0
51.0,203.0,-15.0,-63.0,9.0,0.0,1.0
47.0,199.0,-24.0,-72.0,10.0,0.0,1.0
43.0,195.0,-34.0,-82.0,10.0,0.0,1.0
39.0,191.0,-25.0,-73.0,-9.0,1.0,1.0
35.0,187.0,-16.0,-64.0,-8.0,0.0,1.0
31.0,183.0,-8.0,-56.0,-7.0,0.0,1.0
27.0,179.0,-1.0,-49.0,-6.0,0.0,1.0
23.0,175.0,5.0,-43.0,-5.0,0.0,1.0
19.0,171.0,10.0,-38.0,-4.0,0.0,1.0
15.0,167.0,14.0,-34.0,-3.0,0.0,1.0
11.0,163.0,17.0,-31.0,-2.0,0.0,1.0
7.0,159.0,19.0,-29.0,-1.0,0.0,1.0
3.0,155.0,20.0,-28.0,0.0,0.0,1.0
151.0,0.0,-28.0,0.0,1.0,0.0,1.0
147.0,0.0,-19.0,0.0,-9.0,1.0,1.0
143.0,287.0,-10.0,13.0,-8.0,0.0,1.0
139.0,283.0,-2.0,21.0,-7.0,0.0,1.0
135.0,279.0,5.0,28.0,-6.0,0.0,1.0
131.0,275.0,11.0,34.0,-5.0,0.0,1.0
127.0,271.0,16.0,39.0,-4.0,0.0,1.0
123.0,267.0,20.0,43.0,-3.0,0.0,1.0
119.0,263.0,23.0,46.0,-2.0,0.0,1.0
115.0,259.0,25.0,48.0,-1.0,0.0,1.0
111.0,255.0,26.0,49.0,0.0,0.0,1.0
107.0,251.0,26.0,49.0,1.0,0.0,1.0
103.0,247.0,25.0,48.0,2.0,0.0,1.0
99.0,243.0,23.0,46.0,3.0,0.0,1.0
95.0,239.0,20.0,43.0,4.0,0.0,1.0
91.0,235.0,16.0,39.0,5.0,0.0,1.0
87.0,231.0,11.0,34.0,6.0,0.0,1.0
83.0,227.0,5.0,28.0,7.0,0.0,1.0
79.0,223.0,-2.0,21.0,8.0,0.0,1.0
75.0,219.0,-10.0,13.0,9.0,0.0,1.0
71.0,215.0,-19.0,4.0,10.0,0.0,1.0
67.0,211.0,-29.0,-6.0,10.0,0.0,1.0
63.0,207.0,-20.0,3.0,-9.0,1.0,1.0
59.0,203.0,-11.0,12.0,-8.0,0.0,1.0
55.0,199.0,-3.0,20.0,-7.0,0.0,1.0
51.0,195.0,4.0,27.0,-6.0,0.0,1.0
47.0,191.0,10.0,33.0,-5.0,0.0,1.0
43.0,187.0,15.0,38.0,-4.0,0.0,1.0
39.0,183.0,19.0,42.0,-3.0,0.0,1.0
35.0,179.0,22.0,45.0,-2.0,0.0,1.0
31.0,175.0,24.0,47.0,-1.0,0.0,1.0
27.0,171.0,25.0,48.0,0.0,0.0,1.0
23.0,167.0,25.0,48.0,1.0,0.0,1.0
19.0,163.0,24.0,47.0,2.0,0.0,1.0
15.0,159.0,22.0,45.0,3.0,0.0,1.0
11.0,155.0,19.0,42.0,4.0,0.0,1.0
7.0,151.0,15.0,38.0,5.0,0.0,1.0
3.0,147.0,10.0,33.0,6.0,0.0,1.0
143.0,0.0,27.0,0.0,7.0,0.0,1.0
139.0,0.0,20.0,0.0,8.0,0.0,1.0
135.0,287.0,12.0,-91.0,9.0,0.0,1.0
131.0,283.0,3.0,-100.0,10.0,0.0,1.0
127.0,279.0,-7.0,-110.0,10.0,0.0,1.0
123.0,275.0,-17.0,-120.0,10.0,0.0,1.0
119.0,271.0,-27.0,-130.0,10.0,0.0,1.0
115.0,267.0,-18.0,-121.0,-9.0,1.0,1.0
111.0,263.0,-9.0,-112.0,-8.0,0.0,1.0
107.0,259.0,-1.0,-104.0,-7.0,0.0,1.0
103.0,255.0,6.0,-97.0,-6.0,0.0,1.0
99.0,251.0,12.0,-91.0,-5.0,0.0,1.0
95.0,247.0,17.0,-86.0,-4.0,0.0,1.0
91.0,243.0,21.0,-82.0,-3.0,0.0,1.0
87.0,239.0,24.0,-79.0,-2.0,0.0,1.0
83.0,235.0,26.0,-77.0,-1.0,0.0,1.0
79.0,231.0,27.0,-76.0,0.0,0.0,1.0
75.0,227.0,27.0,-76.0,1.0,0.0,1.0
71.0,223.0,26.0,-77.0,2.0,0.0,1.0
67.0,219.0,24.0,-79.0,3.0,0.0,1.0
63.0,215.0,21.0,-82.0,4.0,0.0,1.0
59.0,211.0,17.0,-86.0,5.0,0.0,1.0
55.0,207.0,12.0,-91.0,6.0,0.0,1.0
51.0,203.0,6.0,-97.0,7.0,0.0,1.0
47.0,199.0,-1.0,-104.0,8.0,0.0,1.0
43.0,195.0,-9.0,-112.0,9.0,0.0,1.0
39.0,191.0,-18.0,-121.0,10.0,0.0,1.0
35.0,187.0,-28.0,-131.0,10.0,0.0,1.0
31.0,183.0,-19.0,-122.0,-9.0,1.0,1.0
27.0,179.0,-10.0,-113.0,-8.0,0.0,1.0
23.0,175.0,-2.0,-105.0,-7.0,0.0,1.0
19.0,171.0,5.0,-98.0,-6.0,0.0,1.0
15.0,167.0,11.0,-92.0,-5.0,0.0,1.0
11.0,163.0,16.0,-87.0,-4.0,0.0,1.0
7.0,159.0,20.0,-83.0,-3.0,0.0,1.0
3.0,155.0,23.0,-80.0,-2.0,0.0,1.0
151.0,0.0,-78.0,0.0,-1.0,0.0,1.0
147.0,0.0,-69.0,0.0,-9.0,1.0,1.0
143.0,287.0,-60.0,61.0,-9.0,1.0,1.0
139.0,283.0,-51.0,70.0,-9.0,1.0,1.0
135.0,279.0,-42.0,79.0,-9.0,1.0,1.0
131.0,275.0,-33.0,88.0,-9.0,1.0,1.0
127.0,271.0,-24.0,97.0,-9.0,1.0,1.0
123.0,267.0,-15.0,106.0,-8.0,0.0,1.0
119.0,263.0,-7.0,114.0,-7.0,0.0,1.0
115.0,259.0,0.0,121.0,-6.0,0.0,1.0
111.0,255.0,6.0,127.0,-5.0,0.0,1.0
107.0,251.0,11.0,132.0,-4.0,0.0,1.0
103.0,247.0,15.0,136.0,-3.0,0.0,1.0
99.0,243.0,18.0,139.0,-2.0,0.0,1.0
95.0,239.0,20.0,141.0,-1.0,0.0,1.0
91.0,235.0,21.0,142.0,0.0,0.0,1.0
87.0,231.0,21.0,142.0,1.0,0.0,1.0
83.0,227.0,20.0,141.0,2.0,0.0,1.0
79.0,223.0,18.0,139.0,3.0,0.0,1.0
75.0,219.0,15.0,136.0,4.0,0.0,1.0
71.0,215.0,11.0,132.0,5.0,0.0,1.0
67.0,211.0,6.0,127.0,6.0,0.0,1.0
63.0,207.0,0.0,121.0,7.0,0.0,1.0
59.0,203.0,-7.0,114.0,8.0,0.0,1.0
55.0,199.0,-15.0,106.0,9.0,0.0,1.0
51.0,195.0,-24.0,97.0,10.0,0.0,1.0
47.0,191.0,-34.0,87.0,10.0,0.0,1.0
43.0,187.0,-25.0,96.0,-9.0,1.0,1.0
39.0,183.0,-16.0,105.0,-8.0,0.0,1.0
35.0,179.0,-8.0,113.0,-7.0,0.0,1.0
31.0,175.0,-1.0,120.0,-6.0,0.0,1.0
27.0,171.0,5.0,126.0,-5.0,0.0,1.0
23.0,167.0,10.0,131.0,-4.0,0.0,1.0
19.0,163.0,14.0,135.0,-3.0,0.0,1.0
15.0,159.0,17.0,138.0,-2.0,0.0,1.0
11.0,155.0,19.0,140.0,-1.0,0.0,1.0
7.0,151.0,20.0,141.0,0.0,0.0,1.0
3.0,147.0,20.0,141.0,1.0,0.0,1.0
143.0,0.0,140.0,0.0,2.0,0.0,1.0
139.0,0.0,138.0,0.0,3.0,0.0,1.0
135.0,287.0,135.0,18.0,4.0,0.0,1.0
131.0,283.0,131.0,14.0,5.0,0.0,1.0
127.0,279.0,126.0,9.0,6.0,0.0,1.0
123.0,275.0,120.0,3.0,7.0,0.0,1.0
119.0,271.0,113.0,-4.0,8.0,0.0,1.0
115.0,267.0,105.0,-12.0,9.0,0.0,1.0
111.0,263.0,96.0,-21.0,10.0,0.0,1.0
107.0,259.0,86.0,-31.0,10.0,0.0,1.0
103.0,255.0,76.0,-41.0,10.0,0.0,1.0
99.0,251.0,66.0,-51.0,10.0,0.0,1.0
95.0,247.0,56.0,-61.0,10.0,0.0,1.0
91.0,243.0,46.0,-71.0,10.0,0.0,1.0
87.0,239.0,36.0,-81.0,10.0,0.0,1.0
83.0,235.0,26.0,-91.0,10.0,0.0,1.0
79.0,231.0,16.0,-101.0,10.0,0.0,1.0
75.0,227.0,6.0,-111.0,10.0,0.0,1.0
71.0,223.0,-4.0,-121.0,10.0,0.0,1.0
67.0,219.0,-14.0,-131.0,10.0,0.0,1.0
63.0,215.0,-24.0,-141.0,10.0,0.0,1.0
59.0,211.0,-34.0,-151.0,10.0,0.0,1.0
55.0,207.0,-25.0,-142.0,-9.0,1.0,1.0
51.0,203.0,-16.0,-133.0,-8.0,0.0,1.0
47.0,199.0,-8.0,-125.0,-7.0,0.0,1.0
43.0,195.0,-1.0,-118.0,-6.0,0.0,1.0
39.0,191.0,5.0,-112.0,-5.0,0.0,1.0
35.0,187.0,10.0,-107.0,-4.0,0.0,1.0
31.0,183.0,14.0,-103.0,-3.0,0.0,1.0
27.0,179.0,17.0,-100.0,-2.0,0.0,1.0
23.0,175.0,19.0,-98.0,-1.0,0.0,1.0
19.0,171.0,20.0,-97.0,0.0,0.0,1.0
15.0,167.0,20.0,-97.0,1.0,0.0,1.0
11.0,163.0,19.0,-98.0,2.0,0.0,1.0
7.0,159.0,17.0,-100.0,3.0,0.0,1.0
3.0,155.0,14.0,-103.0,4.0,0.0,1.0
151.0,0.0,-107.0,0.0,5.0,0.0,1.0
147.0,0.0,-98.0,0.0,-9.0,1.0,1.0
143.0,287.0,-89.0,36.0,-9.0,1.0,1.0
139.0,283.0,-80.0,45.0,-9.0,1.0,1.0
135.0,279.0,-71.0,54.0,-9.0,1.0,1.0
131.0,275.0,-62.0,63.0,-9.0,1.0,1.0
127.0,271.0,-53.0,72.0,-9.0,1.0,1.0
123.0,267.0,-44.0,81.0,-9.0,1.0,1.0
119.0,263.0,-35.0,90.0,-9.0,1.0,1.0
115.0,259.0,-26.0,99.0,-9.0,1.0,1.0
111.0,255.0,-17.0,108.0,-9.0,1.0,1.0
107.0,251.0,-8.0,117.0,-8.0,0.0,1.0
103.0,247.0,0.0,125.0,-7.0,0.0,1.0
99.0,243.0,7.0,132.0,-6.0,0.0,1.0
95.0,239.0,13.0,138.0,-5.0,0.0,1.0
91.0,235.0,18.0,143.0,-4.0,0.0,1.0
87.0,231.0,22.0,147.0,-3.0,0.0,1.0
83.0,227.0,25.0,150.0,-2.0,0.0,1.0
79.0,223.0,27.0,152.0,-1.0,0.0,1.0
75.0,219.0,28.0,153.0,0.0,0.0,1.0
71.0,215.0,28.0,153.0,1.0,0.0,1.0
67.0,211.0,27.0,152.0,2.0,0.0,1.0
63.0,207.0,25.0,150.0,3.0,0.0,1.0
59.0,203.0,22.0,147.0,4.0,0.0,1.0
55.0,199.0,18.0,143.0,5.0,0.0,1.0
51.0,195.0,13.0,138.0,6.0,0.0,1.0
47.0,191.0,7.0,132.0,7.0,0.0,1.0
43.0,187.0,0.0,125.0,8.0,0.0,1.0
39.0,183.0,-8.0,117.0,9.0,0.0,1.0
35.0,179.0,-17.0,108.0,10.0,0.0,1.0
31.0,175.0,-27.0,98.0,10.0,0.0,1.0
27.0,171.0,-18.0,107.0,-9.0,1.0,1.0
23.0,167.0,-9.0,116.0,-8.0,0.0,1.0
19.0,163.0,-1.0,124.0,-7.0,0.0,1.0
15.0,159.0,6.0,131.0,-6.0,0.0,1.0
11.0,155.0,12.0,137.0,-5.0,0.0,1.0
7.0,151.0,17.0,142.0,-4.0,0.0,1.0
3.0,147.0,21.0,146.0,-3.0,0.0,1.0
143.0,0.0,149.0,0.0,-2.0,0.0,1.0
139.0,0.0,151.0,0.0,-1.0,0.0,1.0
135.0,287.0,152.0,140.0,0.0,0.0,1.0
131.0,283.0,152.0,140.0,1.0,0.0,1.0
127.0,279.0,151.0,139.0,2.0,0.0,1.0
123.0,275.0,149.0,137.0,3.0,0.0,1.0
119.0,271.0,146.0,134.0,4.0,0.0,1.0
115.0,267.0,142.0,130.0,5.0,0.0,1.0
111.0,263.0,137.0,125.0,6.0,0.0,1.0
107.0,259.0,131.0,119.0,7.0,0.0,1.0
103.0,255.0,124.0,112.0,8.0,0.0,1.0
99.0,251.0,116.0,104.0,9.0,0.0,1.0
95.0,247.0,107.0,95.0,10.0,0.0,1.0
91.0,243.0,97.0,85.0,10.0,0.0,1.0
87.0,239.0,87.0,75.0,10.0,0.0,1.0
83.0,235.0,77.0,65.0,10.0,0.0,1.0
79.0,231.0,67.0,55.0,10.0,0.0,1.0
79.0,231.0,67.0,55.0,10.0,0.0,0.0
